Country,Year,COW,CIRI,SPEECHLCK,ASSOCIATIONLCK,ASSEMBLYLCK,PRESSLCK,RELIGIONLCK,STRIKELCK,HABEASLCK,PUBLICTRIALLCK,FAIRTRIALLCK,TORTURELCK
Nicaragua,1988,93,482,1,1,1,0,1,2,2,1,0,2
Niger,1988,436,485,0,0,0,0,0,0,0,0,0,0
Nigeria,1988,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1988,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1988,698,494,0,0,0,0,0,0,0,0,0,0
Pakistan,1988,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1988,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1988,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1988,150,509,1,1,1,0,1,1,2,0,0,2
Peru,1988,135,512,1,1,1,1,1,1,1,1,0,1
Philippines,1988,840,515,2,2,2,2,1,0,1,0,0,2
Poland,1988,290,518,0,0,0,0,0,0,0,1,0,0
Portugal,1988,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1988,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1988,360,527,1,1,1,1,1,0,0,0,0,0
Russia,1988,365,530,0,0,0,0,1,0,0,1,0,0
Rwanda,1988,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1988,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1988,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1988,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1988,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1988,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1988,433,557,1,1,0,0,1,1,0,0,0,0
Seychelles,1988,591,566,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1988,451,569,1,1,1,0,1,0,1,1,1,1
Singapore,1988,830,572,1,1,1,0,1,0,1,0,0,0
Solomon Islands,1988,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1988,520,584,1,0,1,1,1,0,1,0,0,2
South Africa,1988,560,587,0,0,0,0,0,0,0,0,0,0
Spain,1988,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1988,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1988,625,599,1,1,1,1,1,0,0,0,1,1
Suriname,1988,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1988,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1988,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1988,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1988,652,614,1,0,0,1,1,0,0,0,0,0
Tanzania,1988,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1988,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1988,461,629,0,0,0,0,0,0,0,0,0,0
Trinidad,1988,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1988,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1988,640,641,1,1,1,1,1,1,1,1,0,1
Uganda,1988,500,650,0,0,0,0,0,0,0,0,0,0
UAE,1988,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1988,200,659,.,.,.,.,.,.,.,.,.,.
United States,1988,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1988,165,665,1,1,1,1,0,1,2,0,0,0
Vanuatu,1988,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1988,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1988,816,677,0,0,0,0,0,0,0,0,0,1
Yemen,1988,679,683,0,0,0,0,0,0,0,0,0,0
Yugoslavia,1988,345,689,1,1,1,1,1,0,1,1,0,0
Zambia,1988,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1988,552,698,1,1,1,0,1,0,2,1,2,2
"Germany, East",1988,265,.,1,1,1,0,0,0,1,0,0,0
Afghanistan,1989,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1989,339,104,0,0,0,0,0,0,0,1,0,0
Algeria,1989,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1989,540,113,2,2,2,0,1,0,0,0,0,0
Argentina,1989,160,119,0,1,0,1,1,2,0,0,0,2
Australia,1989,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1989,305,128,0,0,0,0,0,0,0,1,0,0
Bahamas,1989,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1989,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1989,771,140,1,1,1,1,1,0,1,1,1,0
Barbados,1989,53,143,1,1,1,0,1,0,1,1,2,2
Belgium,1989,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1989,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1989,434,155,0,0,0,0,0,0,0,0,0,0
Bhutan,1989,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1989,145,161,1,1,1,0,0,0,2,2,0,2
Botswana,1989,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1989,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1989,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1989,355,176,1,1,1,1,1,0,0,1,0,0
Burkina Faso,1989,439,179,0,0,0,0,0,0,0,0,0,0
Myanmar,1989,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1989,516,185,0,0,0,0,0,0,0,0,0,0
Cambodia,1989,811,188,0,0,0,0,0,0,0,0,0,0
Cameroon,1989,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1989,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1989,402,197,1,1,1,0,1,0,0,0,0,1
Central African Republic,1989,482,200,1,1,1,1,1,0,0,0,0,1
Chad,1989,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1989,155,206,1,1,1,1,1,0,2,0,0,2
China,1989,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1989,100,212,0,0,1,0,0,1,2,0,0,0
Comoros,1989,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1989,490,218,1,1,0,0,1,1,0,1,0,1
Congo Brazzaville,1989,484,221,0,0,0,0,0,0,0,0,0,0
Costa Rica,1989,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1989,437,227,0,0,0,0,0,0,0,0,0,0
Cuba,1989,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1989,352,236,1,1,1,1,1,1,2,1,2,2
Czechoslovakia,1989,315,242,0,0,0,0,0,0,0,0,0,0
Denmark,1989,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1989,522,248,0,0,0,0,0,0,0,0,0,0
Dominica,1989,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1989,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1989,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1989,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1989,92,266,1,0,1,0,1,0,2,1,0,0
Equatorial Guinea,1989,411,269,1,1,1,0,1,0,1,1,0,1
Ethiopia,1989,530,278,1,1,1,1,0,0,1,0,0,0
Fiji,1989,950,281,0,0,0,0,0,0,0,0,0,0
Finland,1989,375,284,1,1,1,1,2,0,0,0,0,0
France,1989,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1989,481,290,0,1,0,0,1,0,0,0,0,0
Gambia,1989,420,293,1,1,1,0,1,0,1,1,1,1
Germany,1989,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1989,452,302,0,0,0,0,0,0,0,0,0,0
Greece,1989,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1989,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1989,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,1989,438,314,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,1989,404,317,0,0,0,0,0,0,0,0,0,1
Guyana,1989,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1989,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,1989,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1989,310,329,0,0,0,0,0,0,0,0,0,0
Iceland,1989,395,332,1,1,1,1,1,0,2,0,0,0
India,1989,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1989,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1989,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1989,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1989,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1989,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1989,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1989,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1989,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1989,663,362,0,0,0,0,0,0,0,1,0,0
Kenya,1989,501,368,1,1,1,0,1,0,1,1,1,1
"Korea, North",1989,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1989,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,1989,690,380,1,1,1,1,0,0,0,1,0,1
Laos,1989,812,386,0,0,0,0,0,0,0,0,0,0
Lebanon,1989,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1989,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1989,450,398,1,1,1,0,1,0,2,2,2,2
Libya,1989,620,401,0,0,0,0,0,0,0,0,0,0
Luxembourg,1989,212,410,1,2,1,1,1,0,0,1,0,0
Madagascar,1989,580,416,0,0,0,0,0,0,0,0,0,0
Malawi,1989,553,419,0,0,0,0,0,0,0,0,0,0
Malaysia,1989,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1989,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1989,432,428,0,0,0,0,0,0,0,0,0,0
Malta,1989,338,431,1,1,1,0,1,0,1,1,1,0
Mauritania,1989,435,437,0,0,0,0,0,0,0,0,0,0
Mauritius,1989,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1989,70,443,1,1,1,1,1,0,1,2,0,2
Mongolia,1989,712,455,1,1,1,1,0,0,0,1,0,0
Morocco,1989,600,461,1,1,1,0,2,1,0,0,0,0
Mozambique,1989,541,464,0,0,0,0,0,0,0,0,0,0
Nepal,1989,790,473,1,1,1,0,1,0,1,0,0,0
Netherlands,1989,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,1989,920,479,0,0,0,0,0,0,0,0,0,0
Nicaragua,1989,93,482,1,1,1,0,1,2,2,1,0,2
Niger,1989,436,485,0,0,0,0,0,0,0,0,0,0
Nigeria,1989,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1989,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1989,698,494,0,0,0,0,0,0,0,0,0,0
Pakistan,1989,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1989,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1989,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1989,150,509,1,1,1,0,1,1,2,0,0,2
Peru,1989,135,512,1,1,1,1,1,1,1,1,0,1
Philippines,1989,840,515,2,2,2,2,1,0,1,0,0,2
Poland,1989,290,518,0,0,0,0,0,0,0,1,0,0
Portugal,1989,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1989,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1989,360,527,1,1,1,1,1,0,0,0,0,0
Russia,1989,365,530,0,0,0,0,1,0,0,1,0,0
Rwanda,1989,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1989,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1989,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1989,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1989,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1989,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1989,433,557,1,1,0,0,1,1,0,0,0,0
Seychelles,1989,591,566,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1989,451,569,1,1,1,0,1,0,1,1,1,1
Singapore,1989,830,572,1,1,1,0,1,0,1,0,0,0
Solomon Islands,1989,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1989,520,584,1,0,1,1,1,0,1,0,0,2
South Africa,1989,560,587,0,0,0,0,0,0,0,0,0,0
Spain,1989,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1989,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1989,625,599,1,1,1,1,1,0,0,0,1,1
Suriname,1989,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1989,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1989,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1989,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1989,652,614,1,0,0,1,1,0,0,0,0,0
Tanzania,1989,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1989,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1989,461,629,0,0,0,0,0,0,0,0,0,0
Trinidad,1989,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1989,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1989,640,641,1,1,1,1,1,1,1,1,0,1
Uganda,1989,500,650,0,0,0,0,0,0,0,0,0,0
UAE,1989,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1989,200,659,.,.,.,.,.,.,.,.,.,.
United States,1989,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1989,165,665,1,1,1,1,0,1,2,0,0,0
Vanuatu,1989,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1989,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1989,816,677,0,0,0,0,0,0,0,0,0,1
Yemen,1989,679,683,0,0,0,0,0,0,0,0,0,0
Yugoslavia,1989,345,689,1,1,1,1,1,0,1,1,0,0
Zambia,1989,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1989,552,698,1,1,1,0,1,0,2,1,2,2
"Germany, East",1989,265,.,1,1,1,0,0,0,1,0,0,0
Afghanistan,1990,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1990,339,104,0,0,0,0,0,0,0,1,0,0
Algeria,1990,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1990,540,113,2,2,2,0,1,0,0,0,0,0
Argentina,1990,160,119,0,1,0,1,1,2,0,0,0,2
Australia,1990,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1990,305,128,0,0,0,0,0,0,0,1,0,0
Bahamas,1990,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1990,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1990,771,140,1,1,1,1,1,0,1,1,1,0
Barbados,1990,53,143,1,1,1,0,1,0,1,1,2,2
Belgium,1990,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1990,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1990,434,155,0,0,0,0,0,0,0,0,0,0
Bhutan,1990,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1990,145,161,1,1,1,0,0,0,2,2,0,2
Botswana,1990,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1990,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1990,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1990,355,176,1,1,1,1,1,0,0,1,0,0
Burkina Faso,1990,439,179,0,0,0,0,0,0,0,0,0,0
Myanmar,1990,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1990,516,185,0,0,0,0,0,0,0,0,0,0
Cambodia,1990,811,188,0,0,0,0,0,0,0,0,0,0
Cameroon,1990,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1990,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1990,402,197,1,1,1,0,1,0,0,0,0,1
Central African Republic,1990,482,200,1,1,1,1,1,0,0,0,0,1
Chad,1990,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1990,155,206,1,1,1,1,1,0,2,0,0,2
China,1990,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1990,100,212,0,0,1,0,0,1,2,0,0,0
Comoros,1990,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1990,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,1990,484,221,0,0,0,0,0,0,0,0,0,0
Costa Rica,1990,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1990,437,227,0,0,0,0,0,0,0,0,0,0
Cuba,1990,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1990,352,236,1,1,1,1,1,1,2,1,2,2
Czechoslovakia,1990,315,242,0,0,0,0,0,0,0,0,0,0
Denmark,1990,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1990,522,248,0,0,0,0,0,0,0,0,0,0
Dominica,1990,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1990,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1990,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1990,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1990,92,266,1,0,1,0,1,0,2,1,0,0
Equatorial Guinea,1990,411,269,1,1,1,0,1,0,1,1,0,1
Ethiopia,1990,530,278,1,1,1,1,0,0,1,0,0,0
Fiji,1990,950,281,1,1,1,0,1,0,1,1,1,1
Finland,1990,375,284,1,1,1,1,2,0,0,0,0,0
France,1990,220,287,0,0,0,0,0,0,0,0,0,0
Gabon,1990,481,290,0,1,0,0,1,0,0,0,0,0
Gambia,1990,420,293,1,1,1,0,1,0,1,1,1,1
Germany,1990,255,299,1,1,1,1,2,0,2,0,0,0
Ghana,1990,452,302,0,0,0,0,0,0,0,0,0,0
Greece,1990,350,305,1,1,1,0,1,1,2,1,0,2
Grenada,1990,55,308,1,1,1,0,1,0,2,2,2,2
Guatemala,1990,90,311,1,2,1,2,1,0,2,0,0,2
Guinea,1990,438,314,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,1990,404,317,0,0,0,0,0,0,0,0,0,1
Guyana,1990,110,320,1,1,1,0,1,0,2,1,1,2
Haiti,1990,41,323,2,1,1,1,1,1,2,1,0,2
Honduras,1990,91,326,1,1,1,1,1,1,2,0,0,2
Hungary,1990,310,329,2,2,2,2,2,1,2,2,2,2
Iceland,1990,395,332,1,1,1,1,1,0,2,0,0,0
India,1990,750,335,1,1,1,0,1,0,0,0,0,0
Indonesia,1990,850,338,1,0,1,1,1,0,0,0,0,0
Iran,1990,630,341,0,0,0,0,0,0,1,1,0,1
Iraq,1990,645,344,0,0,0,0,1,0,0,0,0,2
Ireland,1990,205,347,1,0,1,0,1,0,2,1,0,0
Israel,1990,666,350,0,0,0,0,0,0,0,0,0,0
Italy,1990,325,353,1,1,1,1,1,1,0,0,0,0
Jamaica,1990,51,356,1,1,1,0,1,0,1,1,1,1
Japan,1990,740,359,1,1,1,1,1,0,1,1,1,2
Jordan,1990,663,362,0,0,0,0,0,0,0,1,0,0
Kenya,1990,501,368,1,1,1,0,1,0,1,1,1,1
"Korea, North",1990,731,374,.,.,.,.,.,.,.,.,.,.
"Korea, South",1990,732,377,1,1,1,1,1,0,1,1,0,1
Kuwait,1990,690,380,1,1,1,1,0,0,0,1,0,1
Laos,1990,812,386,0,0,0,0,0,0,0,0,0,0
Lebanon,1990,660,392,0,0,0,0,1,0,0,0,0,0
Lesotho,1990,570,395,0,0,0,0,0,0,0,0,0,0
Liberia,1990,450,398,1,1,1,0,1,0,2,2,2,2
Libya,1990,620,401,0,0,0,0,0,0,0,0,0,0
Luxembourg,1990,212,410,1,2,1,1,1,0,0,1,0,0
Madagascar,1990,580,416,0,0,0,0,0,0,0,0,0,0
Malawi,1990,553,419,0,0,0,0,0,0,0,0,0,0
Malaysia,1990,820,422,0,0,0,0,0,0,0,0,0,0
Maldives,1990,781,425,0,0,0,0,0,0,0,0,0,0
Mali,1990,432,428,0,0,0,0,0,0,0,0,0,0
Malta,1990,338,431,1,1,1,0,1,0,1,1,1,0
Mauritania,1990,435,437,0,0,0,0,0,0,0,0,0,0
Mauritius,1990,590,440,1,1,1,0,1,0,1,1,1,1
Mexico,1990,70,443,1,1,1,1,1,0,1,2,0,2
Mongolia,1990,712,455,1,1,1,1,0,0,0,1,0,0
Morocco,1990,600,461,1,1,1,0,2,1,0,0,0,0
Mozambique,1990,541,464,0,0,0,0,0,0,0,0,0,0
Namibia,1990,565,467,1,1,1,1,1,0,2,1,2,2
Nepal,1990,790,473,1,1,1,0,1,0,1,0,0,0
Netherlands,1990,210,476,0,1,1,1,1,0,0,1,0,0
New Zealand,1990,920,479,1,1,1,0,1,0,1,1,1,1
Nicaragua,1990,93,482,1,1,1,0,1,2,2,1,0,2
Niger,1990,436,485,1,1,0,1,0,0,0,0,0,0
Nigeria,1990,475,488,1,1,1,0,1,0,1,1,1,2
Norway,1990,385,491,2,0,0,1,0,0,0,0,0,2
Oman,1990,698,494,0,0,0,0,0,0,0,0,0,0
Pakistan,1990,770,497,1,1,1,1,1,0,1,0,0,2
Panama,1990,95,503,1,1,1,0,1,1,2,2,0,0
Papua New Guinea,1990,910,506,1,1,1,1,1,0,0,0,1,1
Paraguay,1990,150,509,1,1,1,0,1,1,2,0,0,2
Peru,1990,135,512,1,1,1,1,1,1,1,1,0,1
Philippines,1990,840,515,2,2,2,2,1,0,1,0,0,2
Poland,1990,290,518,0,0,0,0,0,0,0,1,0,0
Portugal,1990,235,521,1,1,1,1,1,1,1,1,0,1
Qatar,1990,694,524,0,0,0,1,0,0,0,2,0,0
Romania,1990,360,527,1,1,1,1,1,0,0,0,0,0
Russia,1990,365,530,0,0,0,0,1,0,0,1,0,0
Rwanda,1990,517,533,1,1,1,0,1,1,0,1,0,0
St. Lucia,1990,59,539,1,1,1,0,1,0,1,1,1,1
St. Vincent & Grenadines,1990,57,542,1,1,1,0,1,0,1,1,1,1
Samoa,1990,990,545,1,1,1,0,1,0,1,1,2,2
Sao Tome & Principe,1990,403,551,1,1,1,1,1,1,1,1,0,1
Saudi Arabia,1990,670,554,0,0,0,0,0,0,0,0,0,0
Senegal,1990,433,557,1,1,0,0,1,1,0,0,0,0
Seychelles,1990,591,566,0,0,0,0,0,0,0,0,0,0
Sierra Leone,1990,451,569,1,1,1,0,1,0,1,1,1,1
Singapore,1990,830,572,1,1,1,0,1,0,1,0,0,0
Solomon Islands,1990,940,581,1,1,1,0,1,0,1,1,1,1
Somalia,1990,520,584,1,0,1,1,1,0,1,0,0,2
South Africa,1990,560,587,0,0,0,0,0,0,0,0,0,0
Spain,1990,230,593,1,1,1,0,1,1,1,1,0,1
Sri Lanka,1990,780,596,1,1,1,1,1,0,1,1,0,0
Sudan,1990,625,599,0,0,0,0,0,0,0,0,0,0
Suriname,1990,115,602,1,1,1,1,1,1,0,1,0,1
Swaziland,1990,572,605,0,0,0,0,0,0,0,0,0,0
Sweden,1990,380,608,1,1,1,0,2,1,2,2,0,2
Switzerland,1990,225,611,0,1,0,2,1,0,0,0,0,0
Syria,1990,652,614,1,0,0,1,1,0,0,0,0,0
Tanzania,1990,510,623,1,1,0,0,1,0,0,0,0,0
Thailand,1990,800,626,.,.,.,.,.,.,.,.,.,.
Togo,1990,461,629,0,0,0,0,0,0,0,0,0,0
Trinidad,1990,52,635,1,1,1,1,1,0,1,1,1,0
Tunisia,1990,616,638,1,1,1,1,0,0,0,0,0,0
Turkey,1990,640,641,1,1,1,1,1,1,1,1,0,1
Uganda,1990,500,650,0,0,0,0,0,0,0,0,0,0
UAE,1990,696,656,1,0,1,0,0,0,0,0,1,1
United Kingdom,1990,200,659,.,.,.,.,.,.,.,.,.,.
United States,1990,2,662,2,0,1,2,2,0,1,2,2,0
Uruguay,1990,165,665,1,1,1,1,0,1,2,0,0,0
Vanuatu,1990,935,671,1,1,1,0,0,0,0,0,1,0
Venezuela,1990,101,674,1,1,1,0,1,1,1,0,0,0
Vietnam,1990,816,677,0,0,0,0,0,0,0,0,0,1
Yemen,1990,679,683,.,.,.,.,.,.,.,.,.,.
Yugoslavia,1990,345,689,1,1,1,1,1,0,1,1,0,0
Zambia,1990,551,695,1,1,1,0,1,0,1,1,2,2
Zimbabwe,1990,552,698,1,1,1,0,1,0,2,1,2,2
"Germany, East",1990,265,.,.,.,.,.,.,.,.,.,.,.
Afghanistan,1991,700,101,1,1,1,1,1,1,1,1,0,2
Albania,1991,339,104,0,0,0,0,0,0,0,0,0,0
Algeria,1991,615,107,1,1,1,0,0,1,2,0,0,1
Angola,1991,540,113,2,2,2,0,1,0,0,0,0,0
Argentina,1991,160,119,0,1,0,1,1,2,0,0,0,2
Armenia,1991,371,122,0,0,0,0,0,0,0,0,0,0
Australia,1991,900,125,0,0,0,0,0,0,0,0,0,0
Austria,1991,305,128,0,0,0,0,0,0,0,1,0,0
Azerbaijan,1991,373,131,0,0,0,0,0,0,0,0,0,0
Bahamas,1991,31,134,1,1,1,0,1,0,2,1,2,2
Bahrain,1991,692,137,1,1,1,1,0,0,0,0,0,2
Bangladesh,1991,771,140,1,1,1,1,1,0,1,1,1,0
Barbados,1991,53,143,1,1,1,0,1,0,1,1,2,2
Belarus,1991,370,146,0,0,0,0,0,0,0,0,0,0
Belgium,1991,211,149,1,2,1,2,1,0,0,1,0,0
Belize,1991,80,152,1,1,1,0,1,0,2,0,2,2
Benin,1991,434,155,1,1,1,0,1,1,2,0,1,2
Bhutan,1991,760,158,0,0,0,0,0,0,0,0,0,0
Bolivia,1991,145,161,1,1,1,0,0,0,2,2,0,2
Botswana,1991,571,167,1,1,1,0,1,0,2,0,2,2
Brazil,1991,140,170,2,2,1,0,1,2,2,0,0,2
Brunei,1991,835,173,0,0,0,0,0,0,0,0,0,0
Bulgaria,1991,355,176,1,1,1,1,1,1,2,1,0,2
Burkina Faso,1991,439,179,1,1,1,1,1,1,0,1,1,2
Myanmar,1991,775,182,1,1,1,1,1,0,2,0,0,0
Burundi,1991,516,185,1,0,1,1,1,1,0,1,0,1
Cambodia,1991,811,188,0,0,0,0,0,0,0,0,0,0
Cameroon,1991,471,191,1,1,1,1,2,0,0,0,2,0
Canada,1991,20,194,1,1,1,1,1,0,2,2,2,0
Cape Verde Islands,1991,402,197,1,1,1,0,1,0,0,0,0,1
Central African Republic,1991,482,200,1,1,1,1,1,0,0,0,0,1
Chad,1991,483,203,0,0,0,0,0,0,0,0,0,0
Chile,1991,155,206,1,1,1,1,1,0,2,0,0,2
China,1991,710,209,1,1,1,1,1,0,0,1,0,0
Colombia,1991,100,212,1,2,1,1,2,1,2,2,0,2
Comoros,1991,581,215,1,1,1,1,0,1,0,1,0,2
Congo Kinshasa,1991,490,218,1,1,0,0,1,0,0,1,0,2
Congo Brazzaville,1991,484,221,0,0,0,0,0,0,0,0,0,0
Costa Rica,1991,94,224,1,1,1,0,1,1,2,0,0,0
Cote d'Ivoire,1991,437,227,0,0,0,0,0,0,0,0,0,0
Cuba,1991,40,233,1,1,0,1,0,0,0,0,0,0
Cyprus,1991,352,236,1,1,1,1,1,1,2,1,2,2
Czechoslovakia,1991,315,242,0,0,0,0,0,0,0,0,0,0
Denmark,1991,390,245,1,1,1,1,0,0,1,2,0,0
Djibouti,1991,522,248,0,0,0,0,0,0,0,0,0,0
Dominica,1991,56,251,1,1,1,0,1,0,2,0,0,2
Dominican Republic,1991,42,254,1,1,0,1,1,1,1,1,1,1
Ecuador,1991,130,260,.,.,.,.,.,.,.,.,.,.
Egypt,1991,651,263,2,1,1,0,2,0,0,1,0,2
El Salvador,1991,92,266,1,0,1,0,1,0,2,1,0,0
Equatorial Guinea,1991,411,269,1,1,1,0,1,0,1,1,0,1
Estonia,1991,366,275,0,0,0,0,0,0,0,0,0,0
Ethiopia,1991,530,278,1,1,1,0,0,0,0,0,0,0
